Airline ID,Departure,Destination,distance_km,distance_mi
3U,CTU,YTY,1509.0,937.7
3U,CZX,CKG,1277.3,793.7
3U,CZX,HRB,1622.4,1008.1
3U,CZX,XMN,835.9,519.4
3U,CZX,ZUH,1271.2,789.9
3U,DAT,TYN,267.6,166.3
3U,DCY,CTU,400.2,248.7
3U,DLC,CKG,1707.2,1060.8
3U,DLC,HGH,976.6,606.9
3U,DLC,HRB,835.2,519.0
3U,DLC,TNA,445.8,277.0
3U,DLC,XUZ,651.3,404.7
3U,DNH,LHW,868.2,539.5
3U,DSN,CTU,1127.1,700.3
3U,DSN,SHE,1173.9,729.4
3U,DYG,CKG,374.5,232.7
3U,DYG,NKG,858.6,533.5
3U,FOC,CSX,685.3,425.8
3U,FOC,XIY,1410.9,876.7
3U,GXH,LXA,1263.0,784.8
3U,GXH,XIY,560.2,348.1
3U,HAK,CKG,1153.9,717.0
3U,HAK,CTU,1351.8,840.0
3U,HAK,HGH,1521.4,945.3
3U,HAK,NGB,1560.8,969.8
3U,HAK,ZUH,380.5,236.4
3U,HDG,CTU,1173.7,729.3
3U,HET,CTU,1344.2,835.2
3U,HFE,CTU,1276.3,793.1
3U,HGH,CGO,781.3,485.5
3U,HGH,CKG,1328.9,825.7
3U,HGH,CTU,1580.2,981.9
3U,HGH,DLC,976.6,606.9
3U,HGH,HAK,1521.4,945.3
3U,HGH,KWE,1394.3,866.4
3U,HGH,TSN,1028.4,639.0
3U,HGH,TYN,1102.1,684.8
3U,HKG,CTU,1351.7,839.9
3U,HKG,YIH,948.5,589.4
3U,HKG,ZHA,387.0,240.4
3U,HKT,CKG,2554.7,1587.4
3U,HKT,CTU,2565.7,1594.3
3U,HRB,CGO,1620.7,1007.0
3U,HRB,CZX,1622.4,1008.1
3U,HRB,DLC,835.2,519.0
3U,HRB,INC,,
3U,HRB,NGB,1805.4,1121.8
3U,HRB,NKG,1669.6,1037.5
3U,HRB,NZH,799.0,496.5
3U,HRB,SJW,1254.5,779.5
3U,HRB,TNA,1231.5,765.2
3U,HRB,TSN,1027.0,638.1
3U,HRB,WNZ,2026.0,1258.9
3U,HRB,WUH,1952.1,1213.0
3U,HRB,XIY,1932.5,1200.8
3U,HRB,XUZ,1482.7,921.3
3U,ICN,CTU,2204.2,1369.6
3U,INC,CKG,,
3U,INC,CTU,,
3U,INC,HRB,,
3U,INC,KWL,,
3U,JGN,LHW,592.2,368.0
3U,JHG,CTU,1008.0,626.3
3U,JHG,KMG,412.1,256.1
3U,JIQ,CTU,484.8,301.2
3U,JJN,KWE,1196.8,743.7
3U,JJN,WUH,792.9,492.7
3U,JZH,CTU,254.2,157.9
3U,KHG,URC,1066.0,662.4
3U,KHN,CKG,902.6,560.8
3U,KHN,CTU,1169.3,726.6
3U,KHN,KMG,1350.7,839.3
3U,KHN,NGB,549.5,341.5
3U,KMG,CGO,1483.0,921.5
3U,KMG,CKG,630.7,391.9
3U,KMG,CSX,1078.4,670.1
3U,KMG,CTU,617.1,383.5
3U,KMG,JHG,412.1,256.1
3U,KMG,KHN,1350.7,839.3
3U,KMG,KWE,419.1,260.4
3U,KMG,LUM,450.8,280.1
3U,KMG,NGB,1899.9,1180.6
3U,KMG,NKG,1721.7,1069.8
3U,KMG,TAO,2073.7,1288.5
3U,KMG,TNA,1883.5,1170.3
3U,KMG,TPE,1841.8,1144.5
3U,KMG,WXN,832.7,517.4
3U,KMG,XIY,1180.8,733.7
3U,KMG,XMN,1534.3,953.4
3U,KMG,XUZ,1726.8,1073.0
3U,KOW,CTU,1183.4,735.4
3U,KOW,XMN,367.1,228.1
3U,KWE,CTU,528.6,328.5
3U,KWE,HGH,1394.3,866.4
3U,KWE,JJN,1196.8,743.7
3U,KWE,KMG,419.1,260.4
3U,KWE,LHW,1149.4,714.2
3U,KWE,SYX,954.2,592.9
3U,KWE,WNZ,1396.9,868.0
3U,KWE,XUZ,1327.2,824.7
3U,KWL,INC,,
3U,KWL,SJW,1517.2,942.7
3U,KWL,SYX,771.7,479.5
3U,LHW,CKG,806.3,501.0
3U,LHW,CTU,660.8,410.6
3U,LHW,DNH,868.2,539.5
3U,LHW,JGN,592.2,368.0
3U,LHW,KWE,1149.4,714.2
3U,LHW,TSN,1238.7,769.7
3U,LJG,CKG,711.9,442.4
3U,LJG,CTU,564.2,350.6
3U,LJG,MIG,685.1,425.7
3U,LUM,CTU,869.8,540.5
3U,LUM,KMG,450.8,280.1
3U,LXA,CKG,1521.8,945.6
3U,LXA,CTU,1263.4,785.0
3U,LXA,GXH,1263.0,784.8
3U,LXA,XIY,1776.3,1103.7
3U,LXA,XNN,1312.1,815.3
3U,LYI,XIY,884.8,549.8
3U,LZY,CTU,936.6,582.0
3U,MEL,CTU,8697.5,5404.3
3U,MIG,LJG,685.1,425.7
3U,MIG,NKG,1337.1,830.8
3U,MIG,SYX,1533.1,952.6
3U,MIG,XNN,619.1,384.7
3U,NGB,CKG,1429.4,888.2
3U,NGB,HAK,1560.8,969.8
3U,NGB,HRB,1805.4,1121.8
3U,NGB,KHN,549.5,341.5
3U,NGB,KMG,1899.9,1180.6
3U,NGB,SHE,1326.1,824.0
3U,NGB,SYX,1769.1,1099.3
3U,NKG,CGQ,1487.1,924.0
3U,NKG,CKG,1188.8,738.7
3U,NKG,CTU,1424.0,884.8
3U,NKG,DYG,858.6,533.5
3U,NKG,HRB,1669.6,1037.5
3U,NKG,KMG,1721.7,1069.8
3U,NKG,MIG,1337.1,830.8
3U,NKG,SYX,1769.9,1099.8
3U,NNG,CKG,805.3,500.4
3U,NNG,CTU,980.5,609.3
3U,NNG,SGN,1320.8,820.7
3U,NNG,WUH,1088.5,676.4
3U,NTG,WUH,,
3U,NZH,HRB,799.0,496.5
3U,PEK,CKG,1464.0,909.7
3U,PEK,CTU,1556.1,966.9
3U,PEK,WXN,1267.5,787.6
3U,PEK,ZHY,1027.8,638.7
3U,PVG,CKG,1461.2,908.0
3U,PVG,CTU,1703.9,1058.7
3U,PVG,SPN,3014.2,1872.9
3U,PZI,CKG,592.0,367.8
3U,PZI,CTU,495.6,308.0
3U,SGN,NNG,1320.8,820.7
3U,SHE,CSX,1761.2,1094.4
3U,SHE,CTU,2134.8,1326.5
3U,SHE,DSN,1173.9,729.4
3U,SHE,NGB,1326.1,824.0
3U,SHE,TYN,1023.7,636.1
3U,SHE,XUZ,990.1,615.2
3U,SHE,YVR,8002.8,4972.7
3U,SJW,CTU,1304.3,810.4
3U,SJW,HRB,1254.5,779.5
3U,SJW,KWL,1517.2,942.7
3U,SPN,CAN,3517.6,2185.7
3U,SPN,PVG,3014.2,1872.9
3U,SWA,CKG,1195.4,742.8
3U,SYD,CKG,8485.0,5272.3
3U,SYX,CKG,1300.1,807.8
3U,SYX,CTU,1472.2,914.8
3U,SYX,KWE,954.2,592.9
3U,SYX,KWL,771.7,479.5
3U,SYX,MIG,1533.1,952.6
3U,SYX,NGB,1769.1,1099.3
3U,SYX,NKG,1769.9,1099.8
3U,SYX,TNA,2199.7,1366.8
3U,SYX,WNZ,1582.7,983.4
3U,SYX,YBP,1267.9,787.8
3U,SZX,CKG,1063.1,660.6
3U,SZX,CTU,1318.3,819.1
3U,SZX,WXN,1052.7,654.1
3U,TAO,CTU,1647.7,1023.8
3U,TAO,KMG,2073.7,1288.5
3U,TNA,CGQ,1068.4,663.9
3U,TNA,CKG,1261.9,784.1
3U,TNA,CTU,1410.0,876.1
3U,TNA,DLC,445.8,277.0
3U,TNA,HRB,1231.5,765.2
3U,TNA,KMG,1883.5,1170.3
3U,TNA,SYX,2199.7,1366.8
3U,TNA,XIY,810.0,503.3
3U,TPE,KMG,1841.8,1144.5
3U,TSA,CKG,1558.6,968.5
3U,TSA,CTU,1833.9,1139.5
3U,TSN,CGQ,879.5,546.5
3U,TSN,CKG,1432.3,890.0
3U,TSN,CTU,1545.6,960.4
3U,TSN,HGH,1028.4,639.0
3U,TSN,HRB,1027.0,638.1
3U,TSN,LHW,1238.7,769.7
3U,TVS,TYN,,
3U,TYN,CKG,1049.7,652.3
3U,TYN,CTU,1127.4,700.5
3U,TYN,DAT,267.6,166.3
3U,TYN,HGH,1102.1,684.8
3U,TYN,SHE,1023.7,636.1
3U,TYN,TVS,,
3U,URC,CGO,2485.6,1544.5
3U,URC,CKG,2313.2,1437.3
3U,URC,CTU,2071.5,1287.2
3U,URC,KHG,1066.0,662.4
3U,URC,XIY,2105.2,1308.1
3U,UYN,XIY,441.5,274.3
3U,WNZ,CSX,749.5,465.7
3U,WNZ,CTU,1665.0,1034.6
3U,WNZ,HRB,2026.0,1258.9
3U,WNZ,KWE,1396.9,868.0
3U,WNZ,SYX,1582.7,983.4
3U,WUH,CKG,736.2,457.4
3U,WUH,CTU,981.2,609.7
3U,WUH,HRB,1952.1,1213.0
3U,WUH,JJN,792.9,492.7
3U,WUH,NNG,1088.5,676.4
3U,WUH,NTG,,
3U,WUX,CKG,1333.2,828.4
3U,WUX,CTU,1572.2,976.9
3U,WXN,CTU,429.6,267.0
3U,WXN,KMG,832.7,517.4
3U,WXN,PEK,1267.5,787.6
3U,WXN,SZX,1052.7,654.1
3U,XIC,CTU,334.9,208.1
3U,XIY,BHY,1436.3,892.4
3U,XIY,CKG,562.0,349.2
3U,XIY,CTU,622.8,387.0
3U,XIY,FOC,1410.9,876.7
3U,XIY,GXH,560.2,348.1
3U,XIY,HRB,1932.5,1200.8
3U,XIY,KMG,1180.8,733.7
3U,XIY,LXA,1776.3,1103.7
3U,XIY,LYI,884.8,549.8
3U,XIY,TNA,810.0,503.3
3U,XIY,URC,2105.2,1308.1
3U,XIY,UYN,441.5,274.3
3U,XIY,XMN,1425.3,885.7
3U,XIY,XNN,649.8,403.8
3U,XIY,YBP,743.4,461.9
3U,XMN,CSX,635.0,394.6
3U,XMN,CTU,1548.9,962.4
3U,XMN,CZX,835.9,519.4
3U,XMN,KMG,1534.3,953.4
3U,XMN,KOW,367.1,228.1
3U,XMN,XIY,1425.3,885.7
3U,XNN,CKG,869.5,540.3
3U,XNN,CTU,684.6,425.4
3U,XNN,LXA,1312.1,815.3
3U,XNN,MIG,619.1,384.7
3U,XNN,XIY,649.8,403.8
3U,XNN,ZHY,299.6,186.2
3U,XUZ,CTU,1334.8,829.4
3U,XUZ,DLC,651.3,404.7
3U,XUZ,HRB,1482.7,921.3
3U,XUZ,KMG,1726.8,1073.0
3U,XUZ,KWE,1327.2,824.7
3U,XUZ,SHE,990.1,615.2
3U,YBP,SYX,1267.9,787.8
3U,YBP,XIY,743.4,461.9
3U,YIH,CKG,474.4,294.8
3U,YIH,CTU,721.1,448.1
3U,YIH,HKG,948.5,589.4
3U,YTY,CTU,1509.0,937.7
3U,YVR,SHE,8002.8,4972.7
3U,ZHA,CKG,1016.4,631.6
3U,ZHA,HKG,387.0,240.4
3U,ZHY,PEK,1027.8,638.7
3U,ZHY,XNN,299.6,186.2
3U,ZUH,CZX,1271.2,789.9
3U,ZUH,HAK,380.5,236.4
4B,LAS,LAX,380.0,236.1
4B,LAX,LAS,380.0,236.1
4D,CAI,TLV,392.5,243.9
4D,TLV,CAI,392.5,243.9
4E,MCG,NIB,63.5,39.4
4E,MCG,TCT,,
4E,NIB,MCG,63.5,39.4
4E,TCT,TLJ,,
4E,TLJ,MCG,19.9,12.3
4G,EYK,VKO,1859.8,1155.6
4G,NCU,VKO,2168.6,1347.5
4G,NUX,TJM,1147.2,712.8
4G,NUX,UFA,1696.0,1053.8
4G,NUX,VKO,2370.2,1472.8
4G,NYM,OVS,645.7,401.2
4G,NYM,VKO,2186.2,1358.5
4G,OVS,NYM,645.7,401.2
4G,OVS,SVX,534.1,331.9
4G,OVS,VKO,1645.2,1022.3
4G,SVX,OVS,534.1,331.9
4G,TJM,NUX,1147.2,712.8
4G,UCT,VKO,1279.1,794.8
4G,UFA,NUX,1696.0,1053.8
4G,VKO,EYK,1859.8,1155.6
4G,VKO,NCU,2168.6,1347.5
4G,VKO,NUX,2370.2,1472.8
4G,VKO,NYM,2186.2,1358.5
4G,VKO,OVS,1645.2,1022.3
4G,VKO,UCT,1279.1,794.8
4H,BKK,DAC,1568.3,974.5
4H,BZL,DAC,116.3,72.3
4H,CCU,CGP,348.9,216.8
4H,CCU,DAC,239.2,148.6
4H,CGP,CCU,348.9,216.8
4H,CGP,DAC,228.9,142.2
4H,CGP,MCT,3429.4,2130.9
4H,CXB,DAC,310.7,193.0
4H,DAC,BKK,1568.3,974.5
4H,DAC,BZL,116.3,72.3
4H,DAC,CCU,239.2,148.6
4H,DAC,CGP,228.9,142.2
4H,DAC,CXB,310.7,193.0
4H,DAC,DXB,3536.9,2197.8
4H,DAC,JED,5231.0,3250.4
4H,DAC,JSR,145.9,90.7
4H,DAC,KTM,661.8,411.2
4H,DAC,KUL,2642.3,1641.9
4H,DAC,MCT,3262.2,2027.1
4H,DAC,SPD,260.7,162.0
4H,DAC,ZYL,194.0,120.5
4H,DXB,DAC,3536.9,2197.8
4H,JED,DAC,5231.0,3250.4
4H,JSR,DAC,145.9,90.7
4H,KTM,DAC,661.8,411.2
4H,KUL,DAC,2642.3,1641.9
4H,MCT,CGP,3429.4,2130.9
4H,MCT,DAC,3262.2,2027.1
4H,RJH,DAC,192.4,119.6
4H,SPD,DAC,260.7,162.0
4H,SPD,RJH,149.9,93.2
4H,ZYL,DAC,194.0,120.5
4K,YGZ,YRB,383.4,238.2
4K,YRB,YGZ,383.4,238.2
4M,DFW,EZE,8533.7,5302.6
4M,EZE,DFW,8533.7,5302.6
4M,EZE,JFK,8534.8,5303.3
4M,EZE,MIA,7118.9,4423.5
4M,EZE,PUJ,6026.8,3744.9
4M,JFK,EZE,8534.8,5303.3
4M,MIA,EZE,7118.9,4423.5
4M,MIA,PUJ,1466.3,911.1
4M,PUJ,EZE,6026.8,3744.9
4M,PUJ,MIA,1466.3,911.1
4N,YEG,YXY,1528.6,949.8
4N,YLW,YVR,287.2,178.4
4N,YLW,YXY,1545.7,960.5
4N,YOW,YZF,3099.7,1926.1
4N,YVR,YLW,287.2,178.4
4N,YVR,YXY,1483.3,921.7
4N,YXY,YLW,1545.7,960.5
4N,YXY,YVR,1483.3,921.7
4N,YXY,YYC,1677.9,1042.6
4N,YXY,YZF,1103.7,685.8
4N,YYC,YEG,246.0,152.9
4N,YZF,YOW,3099.7,1926.1
4N,YZF,YXY,1103.7,685.8
4O,ACA,MEX,306.5,190.5
4O,ACA,TLC,287.6,178.7
4O,AGU,MEX,421.7,262.0
4O,BOG,MEX,3158.9,1962.9
4O,CEN,MEX,1408.8,875.4
4O,CJS,MEX,1543.2,958.9
4O,CME,MEX,769.3,478.0
4O,CPE,MEX,898.7,558.4
4O,CTM,MEX,1134.5,704.9
4O,CUL,MEX,1048.6,651.5
4O,CUN,MEX,1284.4,798.1
4O,CUN,MTY,1448.3,900.0
4O,CUN,TLC,1337.3,831.0
4O,CUU,MEX,1244.9,773.5
4O,CZM,MEX,1274.8,792.1
4O,GDL,MEX,459.1,285.3
4O,GDL,MTY,670.0,416.3
4O,GDL,SAT,1114.1,692.3
4O,GDL,SJD,723.2,449.4
4O,GDL,SNA,2048.7,1273.0
4O,GDL,TIJ,1902.4,1182.1
4O,GUA,MEX,1056.4,656.4
4O,HAV,MEX,1770.7,1100.3
4O,HMO,MEX,1618.9,1006.0
4O,HUX,MEX,504.3,313.4
4O,JFK,MEX,3365.3,2091.1
4O,LAP,MEX,1274.2,791.7
4O,LAS,MTY,1832.2,1138.4
4O,LAS,TLC,2405.5,1494.7
4O,MEX,ACA,306.5,190.5
4O,MEX,AGU,421.7,262.0
4O,MEX,BOG,3158.9,1962.9
4O,MEX,CEN,1408.8,875.4
4O,MEX,CJS,1543.2,958.9
4O,MEX,CME,769.3,478.0
4O,MEX,CPE,898.7,558.4
4O,MEX,CTM,1134.5,704.9
4O,MEX,CUL,1048.6,651.5
4O,MEX,CUN,1284.4,798.1
4O,MEX,CUU,1244.9,773.5
4O,MEX,CZM,1274.8,792.1
4O,MEX,GDL,459.1,285.3
4O,MEX,GUA,1056.4,656.4
4O,MEX,HAV,1770.7,1100.3
4O,MEX,HMO,1618.9,1006.0
4O,MEX,HUX,504.3,313.4
4O,MEX,JFK,3365.3,2091.1
4O,MEX,LAP,1274.2,791.7
4O,MEX,MIA,2050.7,1274.3
4O,MEX,MID,996.4,619.2
4O,MEX,MTT,495.5,307.9
4O,MEX,MTY,713.2,443.1
4O,MEX,MZT,852.4,529.7
4O,MEX,OAX,367.1,228.1
4O,MEX,PQM,773.6,480.7
4O,MEX,PVR,660.3,410.3
4O,MEX,REX,735.9,457.3
4O,MEX,SAT,1124.4,698.7
4O,MEX,SJD,1177.6,731.7
4O,MEX,SJO,1910.4,1187.1
4O,MEX,SNA,2442.2,1517.5
4O,MEX,TAM,341.8,212.4
4O,MEX,TGZ,715.0,444.3
4O,MEX,TIJ,2301.0,1429.8
4O,MEX,TRC,814.4,506.1
4O,MEX,VER,304.5,189.2
4O,MEX,VSA,677.8,421.2
4O,MEX,ZCL,537.1,333.8
4O,MEX,ZIH,324.1,201.4
4O,MEX,ZLO,576.7,358.4
4O,MIA,MEX,2050.7,1274.3
4O,MID,MEX,996.4,619.2
4O,MTT,MEX,495.5,307.9
4O,MTY,CUN,1448.3,900.0
4O,MTY,GDL,670.0,416.3
4O,MTY,LAS,1832.2,1138.4
4O,MTY,MEX,713.2,443.1
4O,MTY,SAT,447.6,278.1
4O,MTY,TLC,718.4,446.4
4O,MZT,MEX,852.4,529.7
4O,OAX,MEX,367.1,228.1
4O,PQM,MEX,773.6,480.7
4O,PVR,MEX,660.3,410.3
4O,PVR,TLC,612.7,380.7
4O,REX,MEX,735.9,457.3
4O,SAT,GDL,1114.1,692.3
4O,SAT,MEX,1124.4,698.7
4O,SAT,MTY,447.6,278.1
4O,SAT,TLC,1139.2,707.9
4O,SJD,GDL,723.2,449.4
4O,SJD,MEX,1177.6,731.7
4O,SJD,TLC,1134.3,704.8
4O,SJO,MEX,1910.4,1187.1
4O,SNA,GDL,2048.7,1273.0
4O,SNA,MEX,2442.2,1517.5
4O,TAM,MEX,341.8,212.4
4O,TGZ,MEX,715.0,444.3
4O,TIJ,GDL,1902.4,1182.1
4O,TIJ,MEX,2301.0,1429.8
4O,TLC,ACA,287.6,178.7
4O,TLC,CUN,1337.3,831.0
4O,TLC,LAS,2405.5,1494.7
4O,TLC,MTY,718.4,446.4
4O,TLC,PVR,612.7,380.7
4O,TLC,SAT,1139.2,707.9
4O,TLC,SJD,1134.3,704.8
4O,TLC,ZIH,277.8,172.6
4O,TRC,MEX,814.4,506.1
4O,VER,MEX,304.5,189.2
4O,VSA,MEX,677.8,421.2
4O,ZCL,MEX,537.1,333.8
4O,ZIH,MEX,324.1,201.4
4O,ZIH,TLC,277.8,172.6
4O,ZLO,MEX,576.7,358.4
4Q,DEL,HEA,1543.0,958.8
4Q,DEL,KBL,1001.3,622.2
4Q,DXB,KBL,1686.4,1047.9
4Q,HEA,DEL,1543.0,958.8
4Q,HEA,ISB,982.8,610.7
4Q,HEA,KBL,642.0,398.9
4Q,ISB,HEA,982.8,610.7
4Q,ISB,KBL,353.4,219.6
4Q,KBL,DEL,1001.3,622.2
4Q,KBL,DXB,1686.4,1047.9
4Q,KBL,HEA,642.0,398.9
4Q,KBL,ISB,353.4,219.6
4Q,KBL,MZR,299.0,185.8
4Q,MZR,KBL,299.0,185.8
4T,AYT,ZRH,2165.6,1345.6
4T,BSL,HRG,3216.4,1998.6
4T,HRG,BSL,3216.4,1998.6
4T,HRG,ZRH,3146.4,1955.1
4T,PRN,ZRH,1120.2,696.1
4T,RMF,ZRH,3337.4,2073.8
4T,SKP,ZRH,1198.3,744.6
4T,ZRH,AYT,2165.6,1345.6
4T,ZRH,HRG,3146.4,1955.1
4T,ZRH,PRN,1120.2,696.1
4T,ZRH,RMF,3337.4,2073.8
4T,ZRH,SKP,1198.3,744.6
4U,AGP,STR,1738.9,1080.5
4U,AGP,TXL,2245.9,1395.5
4U,ALG,CGN,1606.8,998.4
4U,AMS,HAM,379.4,235.7
4U,AOI,DUS,985.9,612.6
4U,AOI,TXL,994.5,617.9
4U,ARN,CGN,1188.8,738.7
4U,ARN,DUS,1162.4,722.3
4U,ARN,HAM,825.5,512.9
4U,ATH,CGN,1952.7,1213.3
4U,ATH,STR,1682.2,1045.2
4U,AYT,CGN,2432.1,1511.2
4U,BCN,CGN,1132.7,703.9
4U,BCN,DUS,1167.4,725.4
4U,BCN,HAJ,1367.6,849.8
4U,BCN,HAM,1492.6,927.4
4U,BCN,STR,994.7,618.1
4U,BDS,STR,1127.0,700.3
4U,BEG,STR,946.8,588.3
4U,BGO,HAM,794.8,493.9
4U,BHX,HAM,794.5,493.7
4U,BHX,TXL,1015.9,631.2
4U,BIA,CGN,941.3,584.9
4U,BIA,DUS,993.0,617.0
4U,BIA,HAM,1232.3,765.7
4U,BIA,STR,682.7,424.2
4U,BIA,TXL,1148.3,713.5
4U,BIO,DUS,1147.6,713.1
4U,BIO,STR,1110.4,690.0
4U,BLQ,CGN,769.0,477.8
4U,BLQ,TXL,904.2,561.9
4U,BRE,STR,485.5,301.7
4U,BRI,CGN,1309.7,813.8
4U,BRI,DUS,1363.0,846.9
4U,BRI,STR,1027.2,638.3
4U,BRU,STR,419.5,260.7
4U,BSL,DUS,415.0,257.9
4U,BUD,CGN,959.2,596.0
4U,BUD,HAM,949.8,590.2
4U,BUD,STR,758.5,471.3
4U,CAG,CGN,1300.0,807.8
4U,CAG,DUS,1350.3,839.0
4U,CAG,STR,1049.6,652.2
4U,CDG,HAM,727.8,452.3
4U,CFU,CGN,1597.9,992.9
4U,CFU,DRS,1367.9,850.0
4U,CFU,STR,1319.8,820.1
4U,CGN,ALG,1606.8,998.4
4U,CGN,ARN,1188.8,738.7
4U,CGN,ATH,1952.7,1213.3
4U,CGN,AYT,2432.1,1511.2
4U,CGN,BCN,1132.7,703.9
4U,CGN,BIA,941.3,584.9
4U,CGN,BLQ,769.0,477.8
4U,CGN,BRI,1309.7,813.8
4U,CGN,BUD,959.2,596.0
4U,CGN,CAG,1300.0,807.8
4U,CGN,CFU,1597.9,992.9
4U,CGN,CLY,936.0,581.6
4U,CGN,CTA,1616.2,1004.2
4U,CGN,DBV,1251.2,777.4
4U,CGN,DRS,464.4,288.5
4U,CGN,DUB,956.7,594.5
4U,CGN,EDI,895.8,556.6
4U,CGN,FAO,1950.5,1212.0
4U,CGN,FCO,1080.7,671.5
4U,CGN,FDH,394.6,245.2
4U,CGN,HAM,363.3,225.7
4U,CGN,HDF,581.5,361.3
4U,CGN,HER,2251.4,1399.0
4U,CGN,IBZ,1407.8,874.8
4U,CGN,JMK,2072.3,1287.7
4U,CGN,JTR,2171.0,1349.0
4U,CGN,KGS,2224.5,1382.2
4U,CGN,KLU,705.6,438.5
4U,CGN,KVA,1740.0,1081.2
4U,CGN,LEJ,360.6,224.1
4U,CGN,LHR,534.2,331.9
4U,CGN,LIS,1850.5,1149.8
4U,CGN,LPA,3174.6,1972.6
4U,CGN,MAN,699.4,434.6
4U,CGN,MXP,593.8,369.0
4U,CGN,NAP,1238.6,769.7
4U,CGN,NCE,801.5,498.0
4U,CGN,NDR,1945.7,1209.0
4U,CGN,OLB,1123.3,698.0
4U,CGN,PMI,1303.9,810.2
4U,CGN,PMO,1486.5,923.7
4U,CGN,PRG,510.5,317.2
4U,CGN,PSA,835.2,519.0
4U,CGN,PUY,833.9,518.2
4U,CGN,RAK,2478.4,1540.0
4U,CGN,RHO,2314.0,1437.9
4U,CGN,RJK,835.5,519.2
4U,CGN,RLG,486.2,302.1
4U,CGN,SAW,2030.3,1261.6
4U,CGN,SJJ,1148.2,713.5
4U,CGN,SKG,1677.2,1042.1
4U,CGN,SPU,1067.1,663.1
4U,CGN,STN,492.5,306.0
4U,CGN,SUF,1508.2,937.2
4U,CGN,SZG,544.8,338.5
4U,CGN,TLV,3088.0,1918.8
4U,CGN,TUN,1577.5,980.2
4U,CGN,TXL,463.2,287.8
4U,CGN,VCE,709.8,441.1
4U,CGN,VIE,746.0,463.5
4U,CGN,VRN,668.6,415.4
4U,CGN,WAW,965.9,600.2
4U,CGN,XRY,1887.9,1173.1
4U,CGN,ZAD,970.7,603.2
4U,CGN,ZAG,870.9,541.2
4U,CGN,ZRH,391.8,243.4
4U,CLY,CGN,936.0,581.6
4U,CTA,CGN,1616.2,1004.2
4U,CTA,DUS,1670.0,1037.7
4U,CTA,HAJ,1719.0,1068.1
4U,CTA,HAM,1839.1,1142.8
4U,CTA,STR,1334.2,829.0
4U,CTA,TXL,1683.9,1046.3
4U,CWL,DUS,701.8,436.1
4U,DBV,CGN,1251.2,777.4
4U,DBV,DUS,1302.6,809.4
4U,DBV,HAJ,1273.6,791.4
4U,DBV,HAM,1373.7,853.6
4U,DBV,STR,978.1,607.8
4U,DBV,TXL,1172.2,728.4
4U,DRS,CFU,1367.9,850.0
4U,DRS,CGN,464.4,288.5
4U,DRS,DUS,487.8,303.1
4U,DRS,STR,423.8,263.3
4U,DTM,HDF,512.6,318.5
4U,DTM,MUC,461.4,286.7
4U,DTM,PMI,1382.9,859.3
4U,DTM,SAW,2032.4,1262.9
4U,DTM,SPU,1099.5,683.2
4U,DUB,CGN,956.7,594.5
4U,DUB,DUS,915.1,568.6
4U,DUS,AOI,985.9,612.6
4U,DUS,ARN,1162.4,722.3
4U,DUS,BCN,1167.4,725.4
4U,DUS,BIA,993.0,617.0
4U,DUS,BIO,1147.6,713.1
4U,DUS,BRI,1363.0,846.9
4U,DUS,BSL,415.0,257.9
4U,DUS,CAG,1350.3,839.0
4U,DUS,CTA,1670.0,1037.7
4U,DUS,CWL,701.8,436.1
4U,DUS,DBV,1302.6,809.4
4U,DUS,DRS,487.8,303.1
4U,DUS,DUB,915.1,568.6
4U,DUS,GVA,563.8,350.3
4U,DUS,HDF,575.7,357.7
4U,DUS,HER,2302.8,1430.9
4U,DUS,IBZ,1443.1,896.7
4U,DUS,KTW,867.5,539.1
4U,DUS,LEJ,380.0,236.1
4U,DUS,LYS,631.0,392.1
4U,DUS,MAD,1441.3,895.6
4U,DUS,MPL,883.1,548.7
4U,DUS,MXP,645.6,401.1
4U,DUS,NQY,829.9,515.7
4U,DUS,NUE,364.7,226.6
4U,DUS,OLB,1174.5,729.8
4U,DUS,PMI,1342.0,833.9
4U,DUS,POZ,701.6,436.0
4U,DUS,PRG,543.8,337.9
4U,DUS,PRN,1449.2,900.5
4U,DUS,SKG,1726.6,1072.9
4U,DUS,SPU,1119.3,695.5
4U,DUS,SUF,1562.1,970.6
4U,DUS,TRN,680.2,422.6
4U,DUS,VCE,763.5,474.4
4U,DUS,WAW,981.3,609.7
4U,DUS,WRO,704.9,438.0
4U,DUS,ZAD,1023.2,635.8
4U,EDI,CGN,895.8,556.6
4U,FAO,CGN,1950.5,1212.0
4U,FAO,HAM,2306.4,1433.1
4U,FAO,STR,1901.9,1181.8
4U,FCO,CGN,1080.7,671.5
4U,FCO,HAJ,1200.9,746.2
4U,FCO,HAM,1326.0,823.9
4U,FCO,STR,801.5,498.0
4U,FCO,TXL,1199.0,745.0
4U,FDH,CGN,394.6,245.2
4U,FKB,HAM,555.5,345.2
4U,FMM,HAM,627.6,390.0
4U,FMM,TXL,552.4,343.2
4U,FRA,HDF,573.4,356.3
4U,GVA,DUS,563.8,350.3
4U,GVA,HAM,867.3,538.9
4U,HAJ,BCN,1367.6,849.8
4U,HAJ,CTA,1719.0,1068.1
4U,HAJ,DBV,1273.6,791.4
4U,HAJ,FCO,1200.9,746.2
4U,HAJ,HER,2262.2,1405.7
4U,HAJ,MXP,762.7,473.9
4U,HAJ,NAP,1333.5,828.6
4U,HAJ,PMI,1530.7,951.1
