NAME,DISCIPLINE,DISCIPLINE_LABEL,CITY,STATE,LAT,LNG
EAGLE IRON WORKS AT CURTIN,GMU,General Museum,HOWARD,PA,40.97445,-77.7415
HULMEVILLE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HULMEVILLE,PA,40.16089,-74.91442
HUMMELSTOWN AREA HISTORICAL,HSC,Historical Society or Historic Preservation,HUMMELSTOWN,PA,40.26535,-76.70897
ISETT ACRES MUSEUM,HST,History Museum,HUNTINGDON,PA,40.50004,-77.99679
MOUNT UNION AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HUNTINGDON,PA,40.48109,-78.01243
WILLIAM E SWIGART JR AUTOMOBILE MUSEUM,HST,History Museum,HUNTINGDON,PA,40.4429,-77.9432
JAMESTOWN AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JAMESTOWN,PA,41.49051,-80.43825
WARWICK TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JAMISON,PA,40.25649,-75.09057
ASA PACKER MANSION MUSEUM,GMU,General Museum,JIM THORPE,PA,40.90359,-75.70738
CARBON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JIM THORPE,PA,40.86378,-75.73991
JAILHOUSE MUSEUM,HST,History Museum,JIM THORPE,PA,40.86361,-75.74817
JIM THORPE AREA SPORTS HALL OF FAME,GMU,General Museum,JIM THORPE,PA,40.86347,-75.74713
CAMBRIA COUNTY COMMUNITY ART CENTER,ART,Art Museum,JOHNSTOWN,PA,40.31601,-78.94757
KANE COMMUNITY DEPOT AND MUSEUM,GMU,General Museum,KANE,PA,41.65841,-78.811
KANE DEPOT PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,KANE,PA,41.65841,-78.811
ALBANY TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,KEMPTON,PA,40.63629,-75.85423
ARMSTRONG COUNTY HISTORICAL MUSEUM AND GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,KITTANNING,PA,40.81761,-79.52123
POLK TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,KRESGEVILLE,PA,40.89552,-75.51084
MORGAN LOG HOUSE,HSC,Historical Society or Historic Preservation,KULPSVILLE,PA,40.24356,-75.33815
LACAWAC SANCTUARY,BOT,"Arboretum, Botanical Garden, or Nature Center",LAKE ARIEL,PA,41.39284,-75.30932
HISTORIC PRESERVATION TRUST OF LANCASTER COUNTY,HSC,Historical Society or Historic Preservation,LANCASTER,PA,40.03135,-76.33263
LANCASTER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LANCASTER,PA,40.04188,-76.32941
LANCASTER COUNTY PARKS,BOT,"Arboretum, Botanical Garden, or Nature Center",LANCASTER,PA,40.01293,-76.27724
LANCASTER SCIENCE FACTORY,SCI,Science & Technology Museum or Planetarium,LANCASTER,PA,40.04718,-76.29665
LANCASTERHISTORY ORG,HSC,Historical Society or Historic Preservation,LANCASTER,PA,40.04188,-76.32941
LANCASTERHISTORY.ORG,HSC,Historical Society or Historic Preservation,LANCASTER,PA,40.04188,-76.32941
NORTH MUSEUM OF NATURE AND SCIENCE,SCI,Science & Technology Museum or Planetarium,LANCASTER,PA,40.04391,-76.3195
NORTH MUSEUM PLANETARIUM,SCI,Science & Technology Museum or Planetarium,LANCASTER,PA,40.04793,-76.32023
STRASBURG RESTORATION &PRESERVATION,HSC,Historical Society or Historic Preservation,LANCASTER,PA,40.04043,-76.33038
CATHOLIC KOLPING SOCIETY,HSC,Historical Society or Historic Preservation,LANGHORNE,PA,40.16055,-74.96556
LANGHORNE OPEN SPACE,HSC,Historical Society or Historic Preservation,LANGHORNE,PA,40.17818,-74.92679
PETER WENTZ FARMSTEAD,GMU,General Museum,LANSDALE,PA,40.2029,-75.33617
LIGONIER VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LAUGHLINTOWN,PA,40.20743,-79.19009
LEECHBURG AREA MUSEUM AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LEECHBURG,PA,40.6417,-79.61392
SPIRIT HAWK,GMU,General Museum,LEOLA,PA,40.08697,-76.19314
COLONEL ELI SLIFER HOUSE MUSEUM,GMU,General Museum,LEWISBURG,PA,40.99244,-76.88386
FORT LIGONIER MUSEUM,HST,History Museum,LIGONIER,PA,40.24084,-79.23783
LITITZ HISTORICAL FOUNDATION,HSC,Historical Society or Historic Preservation,LITITZ,PA,40.15696,-76.3035
STEELTOWN AVIATION MUSEUM,GMU,General Museum,LITITZ,PA,40.11636,-76.30556
CLINTON COUNTY HISTORICAL SOCIETY AND MUSEUM,HSC,Historical Society or Historic Preservation,LOCK HAVEN,PA,39.44649,-83.8256
LYKENS & WICONISCO HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LYKENS,PA,40.59068,-76.72338
LOWER MACUNGIE TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MACUNGIE,PA,40.53036,-75.55184
MACUNGIE HISTORIAL SOCIETY,HSC,Historical Society or Historic Preservation,MACUNGIE,PA,40.51153,-75.54808
WHARTON ESHERICK MUSEUM,ART,Art Museum,MALVERN,PA,40.08485,-75.49015
MARCUS HOOK PLANK LOG CABIN,HSC,Historical Society or Historic Preservation,MARCUS HOOK,PA,39.81357,-75.41232
MARS AREA HISTORY & LANDMARK SOCIETY,HSC,Historical Society or Historic Preservation,MARS,PA,40.69416,-80.00757
PENNSYLVANIA FLY FISHING MUSEUM,HST,History Museum,MARYSVILLE,PA,40.34054,-76.93461
MCKEESPORT PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,MCKEESPORT,PA,40.34156,-79.8439
JOHN TIMON REILY HISTORIAL SOCIETY,HSC,Historical Society or Historic Preservation,MCSHERRYSTOWN,PA,39.80384,-77.01955
MEADOWBROOK FARM,BOT,"Arboretum, Botanical Garden, or Nature Center",MEADOWBROOK,PA,40.11843,-75.09592
BALDWIN-REYNOLDS HOUSE MUSEUM,GMU,General Museum,MEADVILLE,PA,41.63711,-80.1476
JOHNSON-SHAW STEREOSCOPIC MUSEUM,HST,History Museum,MEADVILLE,PA,41.63688,-80.14645
IRONSTONE RIDGE NATURE CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",MECHANICSBURG,PA,40.25782,-77.09616
KEYSTONE MODEL RAILROAD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MECHANICSBURG,PA,40.20757,-77.02728
OAKES MUSEUM,GMU,General Museum,MECHANICSBURG,PA,40.20291,-76.97988
OAKES MUSEUM OF NATURAL HISTORY,NAT,Natural History or Natural Science Museum,MECHANICSBURG,PA,40.20291,-76.97988
TYLER ARBORETUM,BOT,"Arboretum, Botanical Garden, or Nature Center",MEDIA,PA,39.93344,-75.44024
BUTEN MUSEUM OF WEDGWOOD,GMU,General Museum,MERION,PA,40.00825,-75.24475
OLD TIME PLOW BOYS CLUB,SCI,Science & Technology Museum or Planetarium,MERTZTOWN,PA,40.49628,-75.68636
MEYERSDALE AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MEYERSDALE,PA,39.81604,-79.02138
SNYDER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MIDDLEBURG,PA,40.80923,-77.0358
MIDDLETOWN AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MIDDLETOWN,PA,40.2,-76.73095
PRESERVATION MIFFLINBURG,HSC,Historical Society or Historic Preservation,MIFFLINBURG,PA,40.91567,-77.04764
MILESBURG MUSEUM AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MILESBURG,PA,40.86957,-77.95758
GREY TOWERS NATINOAL HISTORIC LANDMARK,HSC,Historical Society or Historic Preservation,MILFORD,PA,41.31943,-74.88845
MARIE ZIMMERMANN CENTER FOR THE ARTS,HSC,Historical Society or Historic Preservation,MILFORD,PA,41.33895,-74.76214
PIKE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MILFORD,PA,41.32542,-74.79953
HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MILLERSBURG,PA,40.54057,-76.95869
NED SMITH CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",MILLERSBURG,PA,40.53841,-76.92687
MONONGAHELA AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MONONGAHELA,PA,40.20154,-79.92449
GENERAL JOHN BURROWS SOCIETY,HSC,Historical Society or Historic Preservation,MONTOURSVILLE,PA,41.25037,-76.92767
HAY CREEK VALLEY HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,MORGANTOWN,PA,40.2034,-75.8382
9-11 MEMORIAL GARDEN OF REFLECTION,HSC,Historical Society or Historic Preservation,MORRISVILLE,PA,40.25978,-74.87838
SLATE BELT HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MT BETHEL,PA,40.90205,-75.11755
CLARENCE SCHOCK MEMORIAL PARK AT GOVERNOR DICK,BOT,"Arboretum, Botanical Garden, or Nature Center",MT GRETNA,PA,40.25392,-76.46885
MOUNT GRETNA AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MT GRETNA,PA,40.24677,-76.47333
MOUNT PLEASANT GLASS MUSEUM,GMU,General Museum,MT PLEASANT,PA,40.14403,-79.50691
MURRYSVILLE HISTORICAL PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,MURRYSVILLE,PA,40.46044,-79.66395
NANT-Y-GLO TRI AREA MUSEUM & HISTORIAL SOCIETY,GMU,General Museum,NANTY GLO,PA,40.47068,-78.83579
JACOBSBURG HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NAZARETH,PA,40.77898,-75.28224
MERRICK ART GALLERY ASSOCIATES,ART,Art Museum,NEW BRIGHTON,PA,40.73872,-80.29335
JOSEPH A. CLAVELLI HISTORY CENTER,GMU,General Museum,NEW CASTLE,PA,41.00555,-80.34727
LAWRENCE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEW CASTLE,PA,41.00555,-80.34727
DERRY AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEW DERRY,PA,40.34966,-79.31526
STEAM INTO HISTORY,NAT,Natural History or Natural Science Museum,NEW FREEDOM,PA,39.73904,-76.7023
NEW HOLLAND AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEW HOLLAND,PA,40.10377,-76.08616
BUCKS COUNTY CHILDREN'S MUSEUM,CMU,Children's Museum,NEW HOPE,PA,40.36458,-74.95321
DELAWARE VALLEY FIRE MUSEUM,HST,History Museum,NEW HOPE,PA,40.36451,-74.9683
NEW HOPE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEW HOPE,PA,40.35069,-74.98998
PHILLIPS MILL COMMUNITY ASSOCIATION,HSC,Historical Society or Historic Preservation,NEW HOPE,PA,40.38635,-74.9625
NEW OXFORD AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEW OXFORD,PA,39.875,-77.06447
NEWTOWN HISTORIC ASSOCIATION,HSC,Historical Society or Historic Preservation,NEWTOWN,PA,40.24426,-74.93886
MEDAL OF HONOR GROVE,HSC,Historical Society or Historic Preservation,NEWTOWN SQ,PA,39.99603,-75.37917
COLONIAL PENNSYLVANIA PLANTATION,HSC,Historical Society or Historic Preservation,NEWTOWN SQUARE,PA,39.91803,-75.40172
NEWTOWN SQUARE HISTORICAL,HSC,Historical Society or Historic Preservation,NEWTOWN SQUARE,PA,40.01488,-75.39777
NEWTOWN SQUARE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NEWTOWN SQUARE,PA,40.01488,-75.39777
OKEHOCKING HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,NEWTOWN SQUARE,PA,39.96729,-75.48163
ELMWOOD PARK ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",NORRISTOWN,PA,40.13178,-75.3385
HORNBY SCHOOL RESTORATION SOCIETY,HSC,Historical Society or Historic Preservation,NORTH EAST,PA,42.11631,-79.86109
LAKE SHORE RAILWAY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NORTH EAST,PA,42.20994,-79.83933
NORTH EAST HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NORTH EAST,PA,42.19595,-79.83294
RAILROAD MUSEUM OF NORTHEASTERN PA,GMU,General Museum,NORTH EAST,PA,42.20994,-79.83933
BIG MAC MUSEUM,GMU,General Museum,NORTH HUNTINGDON,PA,40.32082,-79.69268
MONTGOMERY TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NORTH WALES,PA,40.24732,-75.23742
PRIESTLEY CHAPEL ASSOCIATES,HSC,Historical Society or Historic Preservation,NORTHUMBERLAND,PA,40.89079,-76.79307
NORWOOD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NORWOOD,PA,39.88884,-75.29211
OXFORD AREA HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,OXFORD,PA,39.78942,-75.98278
WALLENPAUPACK HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PAUPACH,PA,41.40101,-75.23099
SHAVER'S CREEK ENVIRONMENTAL CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",PETERSBURG,PA,40.6503,-77.90959
3D STREET GALLERY,ART,Art Museum,PHILADELPHIA,PA,39.95112,-75.14338
ARCHITECTURAL ARCHIVES,GMU,General Museum,PHILADELPHIA,PA,39.95212,-75.19265
ASIAN ARTS INITIATIVE,ART,Art Museum,PHILADELPHIA,PA,39.95825,-75.1588
BENJAMIN FRANKLIN TERCENTENARY,GMU,General Museum,PHILADELPHIA,PA,39.95035,-75.17061
CATHEDRAL VILLAGE,BOT,"Arboretum, Botanical Garden, or Nature Center",PHILADELPHIA,PA,40.06499,-75.24397
CENTER FOR THE HISTORY OF FOOTCARE & FOOTWEAR,GMU,General Museum,PHILADELPHIA,PA,39.95431,-75.15297
CONSERVATION CENTER FOR ART & HISTORIC ARTIFACTS,GMU,General Museum,PHILADELPHIA,PA,39.94949,-75.17915
FABRIC WORKSHOP,GMU,General Museum,PHILADELPHIA,PA,39.95376,-75.16066
FAIRMOUNT WATER WORKS,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.9708,-75.18616
FELS PLANETARIUM,SCI,Science & Technology Museum or Planetarium,PHILADELPHIA,PA,39.95775,-75.1724
FORT MIFFLIN ON THE DELAWARE,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.89344,-75.21034
FOUNDER'S HALL-STEPHEN GIRARD COLLECTION,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.97523,-75.17119
FRANK FORD MUSEUM SOCIETY,SCI,Science & Technology Museum or Planetarium,PHILADELPHIA,PA,40.01565,-75.0867
FRANKLIN INSTITUTE DISCOVERY CAMP,GMU,General Museum,PHILADELPHIA,PA,39.95775,-75.1724
HANSBERRY GARDEN & NATURE CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",PHILADELPHIA,PA,40.02628,-75.1695
HISTORIC STRAWBERRY MANSION,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.99315,-75.18631
INSTITUTE FOR BIBLICAL AND SCIENTIFIC STUDIES,HST,History Museum,PHILADELPHIA,PA,39.97821,-75.12335
INSTITUTE OF CONTEMPORARY ART,ART,Art Museum,PHILADELPHIA,PA,39.95396,-75.19512
JAPANESE HOUSE AND GARDEN,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.98278,-75.21948
LEMON HILL MANSION,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.96687,-75.17146
LEST WE FORGET BLACK HOLOCAUST MUSEUM,GMU,General Museum,PHILADELPHIA,PA,39.98835,-75.09152
MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,GMU,General Museum,PHILADELPHIA,PA,39.95331,-75.16324
MID-ATLANTIC REGIONAL ARCHIVES,HST,History Museum,PHILADELPHIA,PA,40.21173,-77.19128
MUSEUM OF THE AMERICAN REVOLUTION,HST,History Museum,PHILADELPHIA,PA,39.94852,-75.14361
PENN TREATY PARK,BOT,"Arboretum, Botanical Garden, or Nature Center",PHILADELPHIA,PA,39.96775,-75.12814
PHILADELPHIA MUSEUM OF ART,ART,Art Museum,PHILADELPHIA,PA,39.96472,-75.1794
PHILADELPHIA SPORTS HALL OF FAME,GMU,General Museum,PHILADELPHIA,PA,40.07572,-75.01812
PHILADELPHIA ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PHILADELPHIA,PA,39.97509,-75.19549
PHILADELPHIA'S MAGIC GARDENS,ART,Art Museum,PHILADELPHIA,PA,39.94277,-75.15954
PLANETARIUM,SCI,Science & Technology Museum or Planetarium,PHILADELPHIA,PA,39.94998,-75.14765
RODIN MUSEUM,GMU,General Museum,PHILADELPHIA,PA,39.94712,-75.17835
SHOFUSO JAPANESE HOUSE AND GARDEN,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.98741,-75.22455
SWEETBRIAR MANSION,HSC,Historical Society or Historic Preservation,PHILADELPHIA,PA,39.97655,-75.20062
WELLS FARGO HISTORY MUSEUM,HST,History Museum,PHILADELPHIA,PA,39.95065,-75.1638
PINEGROVE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PINE GROVE,PA,40.55842,-76.39418
BUHL PLANETARIUM,SCI,Science & Technology Museum or Planetarium,PITTSBURGH,PA,40.44846,-80.00132
EARTH THEATER,SCI,Science & Technology Museum or Planetarium,PITTSBURGH,PA,40.4435,-79.94863
FORT PITT MUSEUM,HST,History Museum,PITTSBURGH,PA,40.44482,-79.99565
FORT PITT MUSEUM ASSOCIATES,HST,History Museum,PITTSBURGH,PA,40.44482,-79.99565
HISTORICAL SOCIETY OF WESTERN PENNSYLVANIA,HSC,Historical Society or Historic Preservation,PITTSBURGH,PA,40.4435,-79.94863
LAWRENCEVILLE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PITTSBURGH,PA,40.47339,-79.95474
MANCHESTER HISTORIC SOCIETY,HSC,Historical Society or Historic Preservation,PITTSBURGH,PA,40.45506,-80.02306
NATIONAL AVIARY IN PITTSBURGH,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PITTSBURGH,PA,40.45247,-80.00808
PHIPPS CONSERVATORY & BOTANICAL GARDENS,BOT,"Arboretum, Botanical Garden, or Nature Center",PITTSBURGH,PA,40.44446,-79.93931
PITTSBURGH ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PITTSBURGH,PA,40.4827,-79.92113
PITTSBURGH ZOO & PPG AQUARIUM,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PITTSBURGH,PA,40.4827,-79.92113
PLUMSTEAD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PLUMSTEADVILLE,PA,40.37918,-75.14588
PLYMOUTH MEETING HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PLYMOUTH MEETING,PA,40.1031,-75.28258
PLYMOUTH TOWNSHIP PARKS & REC,BOT,"Arboretum, Botanical Garden, or Nature Center",PLYMOUTH MEETING,PA,40.12593,-75.29105
GARDENS AT MILL FLEURS,BOT,"Arboretum, Botanical Garden, or Nature Center",POINT PLEASANT,PA,40.42107,-75.06676
PENNSYLVANIA STEAM ENGINE & OLD EQUIPMENT ASSOCIATION,HSC,Historical Society or Historic Preservation,PORTERSVILLE,PA,40.93344,-80.14671
MAJESTIC THEATER ASSOCIATION,HSC,Historical Society or Historic Preservation,POTTSVILLE,PA,40.68683,-76.1966
PUNXSTWNEY WEATHER DISCOVERY CENTER,SCI,Science & Technology Museum or Planetarium,PUNXSUTAWNEY,PA,40.94446,-78.97167
PUNXSUTAWNEY AREA HISTORICAL,HSC,Historical Society or Historic Preservation,PUNXSUTAWNEY,PA,40.95392,-78.97503
PUNXSUTAWNEY AREA HISTORICAL AND GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,PUNXSUTAWNEY,PA,40.94282,-78.97621
PUNXSUTAWNEY WEATHER DISCOVERY CENTER,GMU,General Museum,PUNXSUTAWNEY,PA,40.94446,-78.97167
SOUTHERN LANCASTER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,QUARRYVILLE,PA,39.88119,-76.15566
BERKS CONSERVANCY,BOT,"Arboretum, Botanical Garden, or Nature Center",READING,PA,40.33554,-75.91609
MID ATLANTIC AIR MUSEUM,HST,History Museum,READING,PA,40.38003,-75.97518
NEAG PLANETARIUM,SCI,Science & Technology Museum or Planetarium,READING,PA,40.32776,-75.94934
PLANETARIUM,SCI,Science & Technology Museum or Planetarium,READING,PA,40.32776,-75.94934
POWDERMILL NATURE RESERVE,BOT,"Arboretum, Botanical Garden, or Nature Center",RECTOR,PA,40.18837,-79.2452
WILDERNESS WILDLIFE MUSEUM,ZAW,"Zoo, Aquarium, or Wildlife Conservation",RECTOR,PA,40.1709,-79.28097
RED LION AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,RED LION,PA,39.9009,-76.60479
ANDULHEA HERITAGE CENTER,HSC,Historical Society or Historic Preservation,REHRERSBURG,PA,40.45498,-76.24431
GREATER RENOVO AREA HERITAGE PARK,HST,History Museum,RENOVO,PA,41.34397,-77.76861
ELK COUNTY HISTORICAL SOCIETY MUSEUM,HSC,Historical Society or Historic Preservation,RIDGWAY,PA,41.41978,-78.73244
EAST BROADTOP,GMU,General Museum,ROBERTSDALE,PA,40.18312,-78.07792
RAILWAYS TO YESTERDAY,GMU,General Museum,ROCKHILL FURNACE,PA,40.24131,-77.90191
YESTERDAY MUSEUM,GMU,General Museum,ROCKHILL FURNACE,PA,40.24131,-77.90191
ROCKWOOD AREA HISTORICAL AND GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,ROCKWOOD,PA,39.91438,-79.15704
HOME TEXTILE TOOL MUSEUM,GMU,General Museum,ROME,PA,41.83994,-76.33738
P.P. BLISS GOSPEL SONG WRITERS MUSEUM,GMU,General Museum,ROME,PA,40.80063,-78.39514
SPRING-FORD AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ROYERSFORD,PA,40.20373,-75.5326
PIONEER STEAM & GAS ENGINE SOCIETY OF NORTHWESTERN PENNSYLVANIA,HST,History Museum,SAEGERTOWN,PA,41.7296,-80.14186
SAEGERTOWN HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,SAEGERTOWN,PA,41.71546,-80.14673
1889 SOUTH FORK FISHING AND HUNTING HISTORICAL PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,SAINT MICHAEL,PA,40.33569,-78.7812
LOWER POTTSGROVE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SANATOGA,PA,40.24516,-75.59424
SAYRE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SAYRE,PA,41.98219,-76.51503
LEHIGH VALLEY ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",SCHNECKSVILLE,PA,40.65868,-75.62314
UPPER LEHIGH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SCHNECKSVILLE,PA,40.67407,-75.61301
WEST OVERTON MUSEUMS,GMU,General Museum,SCOTTDALE,PA,40.11462,-79.56776
ELECTRIC CITY TROLLEY MUSEUM,GMU,General Museum,SCRANTON,PA,41.40902,-75.67368
HOUDINI MUSEUM,GMU,General Museum,SCRANTON,PA,41.43204,-75.66351
MASLOW COLLECTION,GMU,General Museum,SCRANTON,PA,41.43385,-75.63623
MUSEUM OF ANTHRACITE MINING,GMU,General Museum,SCRANTON,PA,41.42014,-75.7004
TIMMY'S TOWN CENTER,CMU,Children's Museum,SCRANTON,PA,41.40914,-75.66456
SEWICKLEY HEIGHTS HISTORY CENTER,HST,History Museum,SEWICKLEY,PA,40.54546,-80.15058
TUSKEGEE AIRMEN MEMORIAL OF THE GREATER PITTSBURGH REGION,HSC,Historical Society or Historic Preservation,SEWICKLEY,PA,40.54106,-80.17598
MERCER COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,SHARON,PA,41.23275,-80.50507
SHARPSVILLE AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SHARPSVILLE,PA,41.26648,-80.47548
SHEFFIELD DEPOT PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,SHEFFIELD,PA,41.67839,-79.03904
GREATER SHENANDOAH AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SHENANDOAH,PA,40.81781,-76.20038
SKIPPACK HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SKIPPACK,PA,40.22273,-75.39453
FAYETTE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SMOCK,PA,39.95863,-79.81008
DAVID LIONS HOUSE,HSC,Historical Society or Historic Preservation,SNOW SHOE,PA,41.03216,-77.94788
SOLEBURY TOWNSHIP HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SOLEBURY,PA,40.36771,-74.97675
FLIGHT 93 NATIONAL MEMORIAL,HSC,Historical Society or Historic Preservation,SOMERSET,PA,40.0083,-79.07901
SOMERSET HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SOMERSET,PA,40.07369,-79.08257
JOHNSTOWN FLOOD NATIONAL MEMORIAL,GMU,General Museum,SOUTH FORK,PA,40.35164,-78.77063
SOUTHAMPTON RAILROAD STATION SOCIETY,HSC,Historical Society or Historic Preservation,SOUTHAMPTON,PA,40.17259,-75.04425
SPRING GROVE AREA HISTORICAL PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,SPRING GROVE,PA,39.87381,-76.86427
SPRINGS MUSEUM,GMU,General Museum,SPRINGS,PA,39.74225,-79.13159
CHESTNUT RIDGE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,STAHLSTOWN,PA,40.09019,-79.35012
COUNTY CENTER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,STATE COLLEGE,PA,40.80613,-77.84072
DISCOVERY SPACE OF CENTRAL PENNSYLVANIA,CMU,Children's Museum,STATE COLLEGE,PA,40.79221,-77.85856
INTERNATIONAL INSTITUTE FOR SPORT HISTORY,GMU,General Museum,STATE COLLEGE,PA,40.78462,-77.82209
STEWARTSTOWN HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,STEWARTSTOWN,PA,39.75449,-76.5931
NAZARETH AREA SOCIETY OF MODEL ENGINEERS,HSC,Historical Society or Historic Preservation,STOCKERTOWN,PA,40.75561,-75.26298
STRASBURG HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,STRASBURG,PA,39.98112,-76.17834
CARBON COUNTY ENVIRONMENTAL EDUC. CNTR,BOT,"Arboretum, Botanical Garden, or Nature Center",SUMMIT HILL,PA,40.81918,-75.86116
SUMMIT HILL HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SUMMIT HILL,PA,40.82415,-75.8742
ED TOUR MINE & MUSEUM,GMU,General Museum,TARENTUM,PA,40.61672,-79.76137
READING FAIRGROUNDS RACING HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TEMPLE,PA,40.40354,-75.90936
FOREST COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TIONESTA,PA,41.49284,-79.45639
ENDLESS MOUNTAINS NATURE CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",TUNKHANNOCK,PA,41.51704,-75.87873
TURBOTVILLE AUTO MUSEUM,GMU,General Museum,TURBOTVILLE,PA,41.10807,-76.77168
TYRONE AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TYRONE,PA,40.67176,-78.23948
